,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
10,Daniel Mauer keeps us waiting.,Jump to: Tricky Clues | Today’s Theme,Genres for Yoko Ono,2022-12-01T03:00:07+0000,article,Crosswords & Games,News,Crossword Puzzles
11,"Corrections that appeared in print on Thursday, Dec. 1, 2022.","An article on Wednesday about China’s efforts to quash protests using surveillance and intimidation misstated the travel arrangements offered by Tsinghua University. It offered free buses from the university to railway stations and airports, not free air or rail travel.","Corrections: Dec. 1, 2022",2022-12-01T03:59:00+0000,article,Corrections,Correction,
12,"The tech multibillionaire said his company, Neuralink, was seeking government approval to test his device in people, and predicted it could happen in six months. Others have been conducting similar tests for years, but no device has been marketed commercially.","In a presentation showcasing the Neuralink implant that Elon Musk hopes will someday connect the human brain to a computer, two monkeys were reportedly moving computer cursors with their brains.",Elon Musk Hopes to Test a Brain Implant in Humans Next Year,2022-12-01T04:18:17+0000,article,Health,News,"Brain;Implants;Food and Drug Administration;Neuralink Corp;Musk, Elon;Paralysis;Computers and the Internet;Medical Devices;Regulation and Deregulation of Industry"
13,"Kansas City and the Bengals revisit last season’s A.F.C. championship, the Commanders and Giants battle for playoff seeding, and the Dolphins offense gets its stiffest test yet against the 49ers defense.",Week 13 features three games between first-place teams and a whole heap of matchups pivotal to playoff futures. It’s also where the punishing grind of the N.F.L. season begins to affect outcomes. Promising teams turn into M.A.S.H. units. Bubble teams face difficult choices about who to play and who to rest. Others get boosted by the return of a starter.,N.F.L. Week 13 Predictions: Our Picks for Each Game,2022-12-01T05:00:07+0000,article,Sports,News,"Football;Sports Injuries;Cincinnati Bengals;Cleveland Browns;Houston Texans;Miami Dolphins;Washington Commanders;Tennessee Titans;San Francisco 49ers;Philadelphia Eagles;New York Giants;National Football Conference;Heinicke, Taylor (1993- );Watson, Deshaun (1995- );Tagovailoa, Tua;White, Mike (1995- );Mahomes, Patrick (1995- )"
14,Garment workers in Myanmar earn less than $3 a day to produce soccer apparel for Adidas. Some say they were fired after asking factory owners for a raise.,"As the World Cup in Qatar kicked off last week, millions of fans pulled on jerseys costing $90 to $150 that were sold by Nike and Adidas, the official outfitter of this year’s tournament. Players, wearing new, brightly colored uniforms, slipped into shiny cleats and shoes that can retail for more than $200.",Who Made Your World Cup Jersey?,2022-12-01T05:00:11+0000,article,Business Day,News,World Cup 2022 (Soccer);Soccer;Fashion and Apparel;Factories and Manufacturing;Workplace Hazards and Violations;Wages and Salaries;Organized Labor;ADIDAS AG;NIKE Inc;Qatar;Cambodia;Myanmar
15,"Quotation of the Day for Thursday, Dec. 1, 2022.","“When a baby cuts his teeth, his parents give him a stump of baguette to chew off. When a child grows up, the first errand he runs on his own is to buy a baguette at the bakery.”","Quotation of the Day: The Baguette, ’250 Grams of Magic and Perfection,’ Earns Recognition",2022-12-01T05:01:00+0000,article,Corrections,Quote,
16,"Lithium-ion battery fires are surging in the city, but the use of the power packs is difficult to regulate, officials say.",Good morning. It’s Thursday. We’ll look at batteries that power e-bikes and scooters — and the risks that fire officials say they pose. We’ll also look at a police official who was promoted despite past disciplinary charges.,The Scooter Battery Peril Worries the Fire Department,2022-12-01T05:10:03+0000,article,New York,briefing,"New York City;internal-storyline-no;Fires and Firefighters;Batteries;Electric Bicycles, Motorcycles and Scooters;Appointments and Executive Changes;Fire Department (NYC);Police Department (NYC)"
17,A torrent of protest videos is testing the limits of China’s censorship apparatus.,"China’s censorship apparatus — the most sophisticated of its kind in the world — has hunted down and deleted countless posts on social media showing the recent eruption of protests and anger at the government. Yet new videos of marches, rallies and other signs of dissent have continued to emerge on the chat app WeChat and the short video sharing app Douyin.",Your Thursday Briefing,2022-12-01T05:43:16+0000,article,Briefing,briefing,
18,The similarities are uncanny.,BERLIN — The start was promising.,"Germany’s Coach Is Out of His Depth, and So Is Its Chancellor",2022-12-01T06:00:05+0000,article,Opinion,Op-Ed,"Soccer;World Cup (Soccer);Coaches and Managers;Politics and Government;Germany;Flick, Hansi;Scholz, Olaf (1958- )"
19,"In a discussion with Andrew Ross Sorkin of The New York Times, Sam Bankman-Fried blamed “huge management failures” and sloppy accounting for the collapse of the FTX cryptocurrency exchange.","ANDREW ROSS SORKIN: In the span of about one week, Sam Bankman-Fried went from a billionaire — the white knight of the crypto world, and running one of the largest exchanges — to what some people think has become a wanted man. FTX was once valued at $32 billion. It’s now effectively worthless in bankruptcy. We’re going to talk about that and whether investors will ever get money back.",Transcript of Sam Bankman-Fried’s Interview at the DealBook Summit,2022-12-01T06:30:33+0000,article,Business Day,News,"News and News Media;Frauds and Swindling;Regulation and Deregulation of Industry;Appointments and Executive Changes;High Net Worth Individuals;Stocks and Bonds;Ponzi and Pyramid Schemes;Virtual Currency;Compensation for Damages (Law);Futures and Options Trading;Venture Capital;Credit and Debt;Bitcoin (Currency);Suits and Litigation (Civil);Bankruptcies;Banking and Financial Institutions;Alameda Research LLC;Bitfinex;Committee on Foreign Investment in the United States (CFIUS);HK FTX Trading Ltd (Futures Exchange);New York Times;Bankman-Fried, Sam;Sorkin, Andrew Ross;United States"
20,This word has appeared in 95 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word apprehension has appeared in 95 articles on NYTimes.com in the past year, including on Nov. 3 in “As Drought Drops Water Level in the Mississippi, Shipwrecks Surface and Worries Rise” by Rick Rojas:",Word of the Day: apprehension,2022-12-01T07:00:02+0000,article,The Learning Network,News,
21,What are your favorite tree and home decorations for the winter holidays?,"How do you decorate your home for the holidays, if at all? Do you prefer more traditional decorations or do you like those that are more modern and of-the-moment, perhaps ones that are even a little ironic or funny? ",Holiday Ornaments,2022-12-01T08:00:02+0000,article,The Learning Network,News,
22,Feeling stuck on today’s puzzle? We can help.,"THURSDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",Spelling Bee Forum,2022-12-01T08:00:03+0000,article,Crosswords & Games,News,Spelling Bee (Game)
23,They come in a variety of lengths and weights. Here are six to covet.,"I attended college before cellphones. For a brief time I had, as my answering machine message, the end of the theme song of the James Bond movie “Goldfinger.” “Ooooonly gooooold,” Shirley Bassey sang. “He loooooves gooooooold,” with all the elongated vowels. The 1990s were a weird and campy time, but I was being sincere. I do love gold!","Gold Chains Look Sexy on All Genders, All Body Types",2022-12-01T08:00:09+0000,article,Style,News,Jewels and Jewelry;Shopping and Retail;Gold;Content Type: Service;Manhattan (NYC)
24,Our photographers in Qatar show what the world’s biggest soccer tournament looks like from the streets of Doha and beyond.,Follow live coverage of the Argentina vs. France World Cup final.,"Watching Qatar’s World Cup, Off the Field",2022-12-01T08:00:24+0000,article,Sports,News,World Cup 2022 (Soccer);Qatar;Photography
25,"Colbert said he felt “pretty darn good” about Stewart Rhodes’s verdict: “and I feel a little bad about that, because the thing I feel great about is somebody else going to prison.”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",Stephen Colbert Is Conflicted Over Oath Keepers Leader’s Conviction,2022-12-01T08:09:12+0000,article,Arts,News,Television;Late Show with Stephen Colbert (TV Program);Jimmy Kimmel Live (TV Program);The Tonight Show (TV Program);internal-sub-only
26,"Head scarves in the colors of the participating teams have become fan favorites in Qatar. Rather than object, locals say they like the twist on a traditional look.",Follow live coverage of the Argentina vs. France World Cup final.,It’s the World Cup’s Hot Accessory. But Should Fans Wear It?,2022-12-01T09:45:09+0000,article,Sports,News,World Cup 2022 (Soccer);Soccer;Qatar;Fans (Persons);Fashion and Apparel;Scarves
27,Several intimate literary accounts of pain and suffering have been adapted for the theater recently — with varying success.,"PARIS — When Vanessa Springora’s memoir, “Consent,” was published in 2020, it was the start of an overdue reckoning with child sexual abuse in France. Now the book has made its way to the stage, in a Paris production by Sébastien Davis that captures its raw impact yet lacks, at times, the clarity of purpose that Springora found in her writing.","In Paris, First-Person Trauma Jumps from Page to Stage",2022-12-01T09:48:55+0000,article,Theater,Review,"Theater;Consent (2022) (Play);Davis, Sebastien (Theater Director);Theatre de la Ville;Pain (Play);Chereau, Patrice (1944-2013);Niang, Thierry Thieu;Athenee Theatre Louis-Jouvet (Paris, France);Duras, Marguerite;Herculine Barbin: Archaeology of a Revolution (Play);Marnas, Catherine;Barbin, Herculine (Abel Barbin);Theatre 14 (Theater Co);Paris (France)"
28,"The deputy editor of Well shares tips for staying happy, healthy and balanced.","The deputy editor of Well shares tips for staying happy, healthy and balanced.",How I Hold It Together: Phone Lockboxes and More,2022-12-01T10:00:02+0000,multimedia,Well,Interactive Feature,Text Messaging;iPhone;Friendship;Mental Health and Disorders;Anxiety and Stress;Massage
29,"The Eternal City is getting a refresh, with new restaurants and hotels, sumptuous art palaces and innovative ways to see ancient sites.","The Eternal City is getting a refresh, with new restaurants and hotels, sumptuous art palaces and innovative ways to see ancient sites.",36 Hours in Rome,2022-12-01T10:00:03+0000,multimedia,Travel,Interactive Feature,Travel and Vacations;Rome (Italy)
30,Coral Bracho depicts the terror of Alzheimers — losing yourself within a formerly capable and operating mind and body.,"In Coral Bracho’s poem, translated by Forrest Gander from the Spanish, we are witnesses to the thoughts of the poet’s mother, who died from complications of Alzheimer’s. The mother vividly depicts the terror of losing yourself within a formerly capable and operating mind and body. Initially, she answers her own questions rapidly with both confusion and confidence. Soon the questions vanish, as she begins to describe the environment around her in a state of imaginative, surreal speculation. Selected by Victoria Chang",Poem: (Intuitions. She),2022-12-01T10:00:05+0000,article,Magazine,News,Poetry and Poets;Alzheimer's Disease
31,Around half of middle school science teachers teach the subject minimally or not at all. How important do you think it is for young people to learn about climate change?,"Have you learned about climate change in school? If so, when did you start learning about it? In elementary school, middle school or high school?",Should Students Learn About Climate Change in School?,2022-12-01T10:00:05+0000,article,The Learning Network,News,
32,A couple has an unusual method for sorting their cooking tools.,"Dustin writes: My wife organizes kitchen tools by this rule: From the food’s perspective, is it a weapon? So, measuring cup — not a weapon, bottom drawer. Vegetable peeler — weapon, top drawer. Strainer, no; garlic press, yes. But what about the bench scraper, for dividing dough? I contend: Weapon! My wife says it simply moves food around — not a weapon.",Judge John Hodgman on Organizing the Kitchen,2022-12-01T10:00:05+0000,article,Magazine,News,Comedy and Humor;Kitchens
33,He had his eye on architectural details and rental revenue. She wanted a close-knit community and a space with room for the grand piano that started their relationship. Here’s what they found.,He had his eye on architectural details and rental revenue. She wanted a close-knit community and a space with room for the grand piano that started their relationship. Here’s what they found.,"Bidding on a Brooklyn Brownstone, With a Baby on the Way. Which One Did They Buy?",2022-12-01T10:00:07+0000,multimedia,Real Estate,Interactive Feature,"Real Estate and Housing (Residential);Content Type: Personal Profile;Bedford-Stuyvesant (Brooklyn, NY);Sunset Park (Brooklyn, NY)"
34,"Sam Lipsyte’s new novel, “No One Left to Come Looking for You,” centers on the 1990s music scene in downtown New York.","When a well-regarded author of so-called literary fiction puts out a novel with a pulpy plot — a missing friend, a greedy real estate developer, a ragtag team of unlikely sleuths — some might suspect the author of chasing a mass audience. I might suspect it myself; and so, I think, might Jonathan Liptak, a.k.a. Jack Shit, the punk rocker at the center of Sam Lipsyte’s new novel, “No One Left to Come Looking for You.”",A Punk Rocker Searches for His Bass and the Friend Who Stole It,2022-12-01T10:00:10+0000,article,Books,Review,"Books and Literature;Lipsyte, Sam;No One Left to Come Looking For You (Book)"
35,"For Justin Trudeau’s climate minister, changing tactics has come at a price.","Once nicknamed “Green Jesus,” Steven Guilbeault began his career as an extreme climate activist — scaling towers, chaining himself to oil equipment and getting arrested multiple times. Now he is Canada’s minister of environment and climate change. In that role, he’s had to change his absolutist approach, even making some decisions he doesn’t actually believe in. But he still considers himself an activist — just one pushing from the inside instead of the outside.",He Sold a Message of Climate Doom. He Has Regrets.,2022-12-01T10:00:15+0000,article,Opinion,Op-Ed,"Canada;Global Warming;Guilbeault, Steven;Trudeau, Justin;Politics and Government;Demonstrations, Protests and Riots;Content Type: Personal Profile;audio-neutral-informative"
36,The black-tie state dinner marked a return of diplomatic pomp and an effort by the United States and France to display the strength of their alliance after a trans-Atlantic dust-up.,"WASHINGTON — More than a year after feuding over submarines, President Biden and President Emmanuel Macron of France honored their alliance with lobsters and cheese.",Biden and Macron Toast Their Alliance With Lobster and American-Made Cheese,2022-12-01T10:00:15+0000,article,U.S.,News,"Biden, Joseph R Jr;Macron, Emmanuel (1977- );United States Politics and Government;United States International Relations;Biden, Jill Tracy Jacobs;Batiste, Jon (1986- );Macron, Brigitte;White House Building (Washington, DC)"
37,In role after indelible role — and recently in “Men” and “Women Talking” — she is exploring the darkest corners of human nature.,"According to the teachings of the paduan theater artist Giovanni Fusetti, one of the great clowning masters in the world, the Italian word folle, as in il Folle, “the Fool,” comes from the Latin word follis, which means the bellows, that implement that gathers and directs air toward flame to feed it. The Fool, he says, is like the bellows: full of air, full of breath, full of spirits and full of feeling. Fools talk of everything and nothing, the silly and the profound, and their ability to talk freely without much culpability makes them fonts of truth. Their words propel plots and topple kingdoms. Conduits of air, of inspiration, are implements of ignition. ",Jessie Buckley’s Monster Talent,2022-12-01T10:00:15+0000,article,Magazine,News,"Buckley, Jessie (1989- );Actors and Actresses;Content Type: Personal Profile;Movies;Television;Men (Movie);Women Talking (Movie);Chernobyl (TV Program);Fargo (TV Program);The Lost Daughter (Movie)"
38,The charity will award $6 million to five entrepreneurs from around the globe working on breakthrough climate solutions.,"William and Catherine, the Prince and Princess of Wales, arrived in Boston on Wednesday for their first visit to the United States in eight years. At the center of their trip is the Earthshot Prize, founded by William in 2020 to support entrepreneurs that are developing breakthrough climate solutions.",What Is Prince William’s Earthshot Prize?,2022-12-01T10:00:18+0000,article,Climate,News,"Philanthropy;Awards, Decorations and Honors;Global Warming;Entrepreneurship;Royal Families;William, Duke of Cambridge;Catherine, Duchess of Cambridge"
39,"The judge on “The Great British Baking Show,” whose new book is “Bliss on Toast,” recommends “The Joy of Cooking” along with M.F.K. Fisher and Elizabeth David: “Both the latter are a real pleasure to read.”","I’ve recently been forced to cull a few because I couldn’t see over the pile and there was no room for the mandatory mug of tea. So I’ve finally aborted my attempts to read “Ulysses” (I bought a crib for it and found I preferred the crib to the book), and abandoned half a dozen self-published books by friends hoping for an endorsement (sigh!) and one or two books I’d started but somehow run out of steam on. My husband accuses me of slavishly buying any book that is well reviewed and any book anyone at all recommends. So now we are down to half a dozen. I liked “Where the Crawdads Sing,” by Delia Owens — a charming story of a wild girl child growing up alone in the U.S. Southern marshes. Then there’s “The Inevitable,” a really beautifully written book about a difficult subject: assisted dying. I campaign for the right to get help to die if you are terminally ill and living a horrible life. “The Inevitable,” by the journalist Katie Engelhart, follows the experience of dying people in jurisdictions where assisted dying is legal. It’s a complex and fascinating subject and Engelhart writes with intelligence and compassion.",‘The Writing Is as Good as the Food’: Prue Leith’s Favorite Cookbooks,2022-12-01T10:00:19+0000,article,Books,News,"Books and Literature;Cooking and Cookbooks;Content Type: Personal Profile;Leith, Prue"
40,Has another autocratic regime ever taken away the right of so many people to lead a normal life?,"The protests in China against the government’s draconian Covid controls have been compared to those in 1989, when students demonstrated for political reforms and democracy. The 1989 pro-democracy movement occurred in the most liberal, tolerant and enlightening period in the history of the People’s Republic of China, and the regime opened fire in Tiananmen Square — after the ouster of the liberal leader, Zhao Ziyang — because it had run out of every other control tool in its possession. This is called the Tocqueville paradox: An autocracy is most vulnerable when it is least autocratic.",Xi Broke the Social Contract That Helped China Prosper,2022-12-01T10:00:19+0000,article,Opinion,Op-Ed,"Xi Jinping;China;Coronavirus (2019-nCoV);Quarantines;Demonstrations, Protests and Riots;Politics and Government;Freedom of Speech and Expression;Vaccination and Immunization;Communist Party of China;Computers and the Internet"
41,The developing nations in Africa have yet to experience any enduring gains from Silicon Valley’s financial speculation.,"Jack Dorsey, a billionaire co-founder of Twitter, is a major investor on the African continent. Meta’s C.E.O., Mark Zuckerberg, has heavily invested in tech start-ups in Nigeria. Earlier this year, The Economist declared that Africa is the only region in the world “not suffering from a slowdown in venture capital.”","Africa Is Waiting for What You Promised, Mark Zuckerberg and Jack Dorsey",2022-12-01T10:00:20+0000,article,Opinion,Op-Ed,"AFRICA;Venture Capital;Infrastructure (Public Works);Computers and the Internet;Facebook Inc;Meta Platforms Inc;Dorsey, Jack;Zuckerberg, Mark E"
42,"In her collection of photographs, the author and performer proves that pictures can be a window to the soul — and the era we’re living in.","Patti Smith’s latest book, “A Book of Days,” rests in your hand like a box of high-end chocolates — pleasingly weighty, promising elegance and class alongside a touch of the bittersweet. Somehow it’s not surprising that, after a casual shot of the author herself, the first picture in Smith’s collection is of her own palm, fingers at attention, as if waving hello.",Patti Smith’s Book Beats a 2023 Calendar Any Day of the Week,2022-12-01T10:00:23+0000,article,Books,News,"Smith, Patti;Content Type: Personal Profile;Books and Literature;Pop and Rock Music;Social Media;Instagram Inc;Photography;A Book of Days (Book)"
43,"For T’s 2022 Holiday issue, we dropped in on 12 gatherings around the world, from Tokyo to New Orleans to Paris and beyond.","Of the many rituals that the past several years have upended, the dinner party seems, at first glance, to be the most minor. And yet there are few traditions that have been as profoundly affected. Not just by Covid-19, either — the idea of sitting down with other people, some of them strangers to you, some of whom might have different, even shocking, political opinions, feels like a relic of a lost era.",The Wayward Joy of the Dinner Party,2022-12-01T10:00:24+0000,article,T Magazine,News,Parties (Social);Food
44,"He treaded water for hours in the Gulf of Mexico, withstanding rain, winds and waves before he was rescued. Others have not been so lucky. What happens when a person goes overboard?",The Carnival Valor had been at sea for only a day when calls came over the loudspeaker asking a certain passenger to please report to customer service.,A Man Fell From a Cruise Ship. And Survived.,2022-12-01T10:00:28+0000,article,Travel,News,Cruises;Falls;Alcoholic Beverages;Rescues;Maritime Accidents and Safety;Carnival Corporation;United States Coast Guard;Gulf of Mexico;Cruise Lines International Assn
45,"In a year dominated by the familiar, series like “Reservation Dogs,” “The Rehearsal,” “Bad Sisters” and others showed us something new.",“You might like” is the mantra of the algorithm era. You watched this thing before; here’s an OK-enough new version of it.,Best TV Shows of 2022,2022-12-01T10:00:28+0000,article,Arts,News,Television;Reservation Dogs (TV Program);Abbott Elementary (TV Program);ARTHUR (TV PROGRAM);Atlanta (TV Program);Better Call Saul (TV Program);Better Things (TV Program);The Good Fight (TV Program);Los Espookys (TV Program);What We Do in the Shadows (TV Program);High School (TV Program);House Select Committee to Investigate the January 6th Attack;P-Valley (TV Program);My Brilliant Friend (TV Program);The Rehearsal (TV Program);Severance (TV Program);Bad Sisters (TV Program);Derry Girls (TV Program);Borgen (TV Program);Gentleman Jack (TV Program);Landscapers (TV Program);Joe Pera Talks With You (TV Program);Peaky Blinders (TV Program);Queen Sugar (TV Program);The Split (TV Program);Two Thousand Twenty Two;internal-sub-only
46,The president’s “Made in America” plan has drawn accusations of protectionism from Europe as the United States tries to keep its Western allies aligned against Russia.,"WASHINGTON — President Biden and President Emmanuel Macron of France sought to ease trans-Atlantic tensions over Mr. Biden’s domestic manufacturing agenda on Thursday, with both leaders emerging from an official state visit promising to work together on economic policies that have rankled European officials.",Biden Seeks to Resolve Trans-Atlantic Tensions During Macron Visit,2022-12-01T10:00:28+0000,article,Business Day,News,"Biden, Joseph R Jr;Macron, Emmanuel (1977- );France;United States International Relations;United States Economy;Inflation Reduction Act of 2022;United States Politics and Government;Electric and Hybrid Vehicles;Tax Credits, Deductions and Exemptions;Putin, Vladimir V;Russia;Ukraine;Russian Invasion of Ukraine (2022);European Union;Trade and Technology Council;Yellen, Janet L;International Trade and World Market"
47,The state inspector general concluded that the disparities had worsened since a 2015 New York Times investigation found that Black prisoners faced more punishment than white ones.,"ALBANY, N.Y. — A new report from the inspector general’s office has documented significant racial and ethnic disparities in discipline across New York State prisons, finding that over a six-year period, Black inmates were 22 percent more likely to be disciplined than white ones.",Widespread Racial Disparities in Discipline Found at N.Y. Prisons,2022-12-01T10:00:30+0000,article,New York,News,Discrimination;Prisons and Prisoners;Black People;Blacks;Race and Ethnicity;Inspectors General;Prison Guards and Corrections Officers;Corrections Department (NYS);New York Times;New York State
48,"Pierpaolo Piccioli celebrates the house’s spring ready-to-wear presentation with Florence Pugh, Jenna Ortega and no rules.","I always feel empty after a show, like when you finish a book that you love. It’s something that’s been with you for months, and then you deliver it and it’s not personal anymore — it’s for everyone.",How Valentino’s Creative Director Throws a Paris After-Party,2022-12-01T10:00:32+0000,article,T Magazine,News,"Piccioli, Pierpaolo;Pugh, Florence;Cameron, Dove;Ortega, Jenna (2002- );Park, Ashley (Actor);Valentino Fashion Group SpA;Paris (France);Fashion and Apparel;Parties (Social);Restaurants;Food"
49,The performance artist Alexis Stone hosted a McDonald’s takeaway feast with three celebrity look-alikes.,"Growing up in the ’90s with a broken family in Brighton, England, I would watch “Mrs. Doubtfire” (1993) religiously: All I wanted to do as a kid was dress up as an old woman. Twenty-eight years after the film came out, I paid homage to Robin Williams’s character by transforming into her to attend Balenciaga’s fall ’22 show in Paris. As a drag queen and makeup artist, I’ve probably done 200 different faces without prosthetics. Now I’m evolving into more movie-quality impersonations: I’ve done Dolly Parton and Barbra Streisand, and I just paid homage to [the socialite] Jocelyn Wildenstein. I apply the pieces myself, doing everything reversed in the mirror, a bit like origami.","In London, a Dinner Party With Mrs. Doubtfire and Marilyn Monroe",2022-12-01T10:00:32+0000,article,T Magazine,News,"Celebrities;Impersonators and Impressionists (Entertainment);Stone, Alexis (Performance Artist);Parties (Social)"
