,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
35,"TV’s best best friends return in a sweet, goofy special that embodies the show’s philosophy: that community helps us survive.","The 2015 finale of “Parks and Recreation,” the NBC comedy set in a small-town bureaucracy, took place in the future. I would not suggest that you watch it right now. I say that not so much as a judgment of its quality but because its vision of the years it flash-forwarded to — from 2017 to 2048 — is, in retrospect, painfully optimistic.",‘Parks and Recreation’ Reunion: Isolate Yo’ Self,2020-05-01T09:00:04+0000,article,Arts,Review,"Television;Parks and Recreation (TV Program);Poehler, Amy"
36,Six new paperbacks to check out this week.,"LOST AND WANTED, by Nell Freudenberger. (Vintage, 336 pp., $16.95.) In this ghost story in which scientific metaphors abound, a physics professor is haunted by the death of a close friend whom she never truly knew. “The effect is beautiful,” wrote our reviewer, Louisa Hall, evoking the gravitational pull of dormant, unobservable attachments and discarded hopes.",New in Paperback: ‘Lanny’ and ‘The Unwinding of the Miracle’,2020-05-01T09:00:04+0000,article,Books,List,Books and Literature
37,"In her new audiobook, “On the Horizon,” the children’s book author remembers her childhood against the backdrop of the Pearl Harbor and Hiroshima.",ON THE HORIZON By Lois Lowry Read by the author,Lois Lowry’s Ode to the Fallen in World War II,2020-05-01T09:00:05+0000,article,Books,Review,"Books and Literature;Audiobooks;On the Horizon (Book);Lowry, Lois;Pearl Harbor (Hawaii);USS Arizona (BB-39) (Ship);World War II (1939-45);Deaths (Fatalities);United States Defense and Military Forces"
38,Frank Smyth’s unauthorized history tracks the evolution of a gentlemen’s hunting club into a behemoth of Second Amendment absolutism.,THE N.R.A. The Unauthorized HistoryBy Frank Smyth Read by the author,How the N.R.A. Became ‘the Most Feared Lobbying Force in America’,2020-05-01T09:00:05+0000,article,Books,Review,"Books and Literature;The NRA: The Unauthorized History (Book);Smyth, Frank (Author);National Rifle Assn;Audiobooks"
39,"The blogger and essayist reads her latest collection, “Wow, No Thank You.”","WOW, NO THANK YOU. Essays By Samantha Irby Read by the author",Some Personal News From Samantha Irby,2020-05-01T09:00:06+0000,article,Books,Review,"Books and Literature;Wow, No Thank You.: Essays (Book);Irby, Samantha;Audiobooks"
40,"You can use this time to address your dog’s behavioral issues, to make sure it has truly found its forever home.","Raegan Delgado, 40, was told Bolt was a “mouthy puppy” when she met him at the Paw Works rescue facility in Camarillo, Calif.",Consider Virtual Dog Training for Your Pandemic Puppy,2020-05-01T09:00:06+0000,article,Well,News,Animal Behavior;Dogs;Coronavirus (2019-nCoV)
41,Turns out that 19th-century political campaigns offer some tantalizing clues.,"Is it possible to run for president during a pandemic, without the handshaking and the baby-kissing? Can Joe Biden and Donald Trump stay a safe six feet from their own campaigns? Ever since the arrival of the coronavirus, we’ve all wondered whether democracy can operate at such a distance.",How to Run for President in the Middle of a Pandemic,2020-05-01T09:00:08+0000,article,Opinion,Op-Ed,"Biden, Joseph R Jr;Trump, Donald J;Presidential Election of 2020;United States Politics and Government"
42,"How Billy Eichner, Lizzie Asher and Andrew Saffir are not partying.","With the New York party scene on hiatus, here is how some patrons and society figures are spending their time and resources during the coronavirus crisis.",Virtual Galas and ‘Foodathons’,2020-05-01T09:00:11+0000,article,Style,News,"Philanthropy;Cinema Society;Gay and Lesbian Alliance Against Defamation;Eichner, Billy"
43,Drawing mundane things like my dish rack had helped me survive job loss. Could it be helping me through the coronavirus?,"When I would tell people that drawing saved my life, I thought I was being hyperbolic. Then the coronavirus hit. Drawing had helped me survive another very dark period of my life, earlier. Could it now be helping me to stay healthy?",The Big Impact of a Small Hobby,2020-05-01T09:00:11+0000,article,Well,News,Unemployment;Anxiety and Stress;Art;Layoffs and Job Reductions;Hobbies;Cortisol (Hormone);Coronavirus (2019-nCoV)
44,"Sophia Newman and Jason Leverett were married on a city sidewalk, then they walked back to their apartment and watched one of their favorite Marvel movies. It wasn’t what they had planned for their wedding day, but it was all they needed for now.","Marielle Sophia Newman and Jason Leverett had originally planned on having their March 29 wedding and reception at Schubas Tavern in Chicago, a live-music spot in the couple’s Lakeview neighborhood. “We can walk to our wedding,” said Ms. Newman, 37, a manuscript editor at the Journal of the American Medical Association, explaining her choice.","A Significant, Yet Ordinary, Sunday in Chicago",2020-05-01T09:00:11+0000,article,Fashion & Style,News,Weddings and Engagements;Quarantines;Chicago (Ill);Coronavirus (2019-nCoV)
45,Pyongyang has adhered to a long tradition of maintaining silence on speculation about its leader and his family.,"SEOUL, South Korea — Nineteen days have elapsed since North Korea’s leader, Kim Jong-un, was seen on his country’s state media, on April 12, a day after he presided over a meeting of the Politburo of the ruling Workers’ Party.",Nobody Has Seen Kim Jong-un for 19 Days. What Does It Mean?,2020-05-01T09:00:13+0000,article,Opinion,Op-Ed,United States International Relations;Coronavirus (2019-nCoV);Workers' Party of Korea;Kim Jong-un;Kim Jong Il;North Korea
46,Researchers are testing whether decades-old vaccines for polio and tuberculosis could protect against infection.,"As the world waits for a coronavirus vaccine, tens of thousands of people could die. But some scientists believe a vaccine might already exist.",Could ‘Innate Immunology’ Save Us From the Coronavirus?,2020-05-01T09:00:14+0000,article,Opinion,Op-Ed,Vaccination and Immunization;Coronavirus (2019-nCoV);Immune System;Tuberculosis;Poliomyelitis
47,An assignment for all of us to help capture an extraordinary time.,,Documenting All the Small Things That Are Easily Lost,2020-05-01T09:00:14+0000,article,Arts,News,"Barry, Lynda;Comic Books and Strips;Graphic Novels"
48,The pandemic makes painfully clear that our economy must be reconfigured to be resilient in the face of disruption and change.,"Nancy Pelosi, the speaker of the House, on Monday said what many in her caucus have been saying for weeks: A guaranteed income to help Americans struggling because of the coronavirus pandemic is “worthy of attention.” As recently as just a few months ago, an income guarantee was widely written off as unrealistic. But two-thirds of the members of the House Democratic caucus now support the idea of some kind of cash payment that would continue until the end of the crisis.",Why Americans Need a Guaranteed Income,2020-05-01T09:00:15+0000,article,Opinion,Op-Ed,"Hughes, Chris (1983- );Economic Security Project;Income;Income Inequality;United States Economy"
49,There’s a reason we are deliberately pounding the topic of travel refunds into the ground: It’s a big deal and there’s lots of confusion and contradictory information out there.,"Travel and travel planning are being disrupted by the worldwide spread of the coronavirus. For the latest updates, read The New York Times’s Covid-19 coverage here.",Help! My Flight Was Canceled and I Still Can’t Get a Refund,2020-05-01T09:00:15+0000,article,Travel,News,Rebates and Refunds;Coronavirus (2019-nCoV);British Airways PLC;AIRLINES AND AIRPLANES;Travel Warnings;Delays (Transportation);Travel and Vacations;Delta Air Lines Inc;International Air Transport Assn;Transportation Department (US)
50,"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",Here are a few of the best events happening Friday through Sunday and how to tune in (all times are Eastern Daylight).,This Weekend’s Livestreaming Events: Oprah Joins 200 Stars for a 24-Hour Benefit,2020-05-01T09:00:16+0000,article,Arts,News,"Coronavirus (2019-nCoV);Video Recordings, Downloads and Streaming;Art;Comedy and Humor;Country Music;Television;Dancing;Music;Classical Music;Carnegie Hall;Grand Ole Opry House;Ninety-Second Street Y;Rolling Stone"
51,"Plus: Once we all get back to work, let’s give our pets a vacation. Forever.","Send questions about the office, money, careers and work-life balance to workfriend@nytimes.com. Include your name and location, even if you want them withheld. Letters may be edited.",Bored at Work? The Solution Involves a Small Orange Man,2020-05-01T09:00:16+0000,article,Business Day,News,Work-Life Balance;Careers and Professions;Workplace Environment;your-feed-selfcare
52,"Vast swaths of upstate are largely untouched by the pandemic, and some residents are more worried about the economy than about their health.","HERKIMER, N.Y. — Scott Tranter knows how deeply the coronavirus has affected New York, with 300,000 people testing positive in the state, 18,000 dead and the economy shut down.",An Upstate N.Y. Backlash Over Virus Shutdown: ‘It’s Not Up Here’,2020-05-01T09:00:16+0000,article,New York,News,Coronavirus (2019-nCoV);Rural Areas;Shutdowns (Institutional);Epidemics;New York State;Mohawk Valley (NY);Quarantines;Economic Conditions and Trends;Herkimer County (NY)
53,"Living with an invisible outside threat, and no visible outlet, forced my daughter and me to negotiate and reconcile — and fast.","The weekend before New York City’s stay-at-home order went into effect, my 15-year-old daughter and I had an argument. She asked if she could hang out with friends in our neighborhood, promising to “be very careful” and “bring Purell.” Acknowledging the necessity of friends and fun, I said yes and sent her off.",How Coronavirus Shifted the Stakes of Teenage Rebellion,2020-05-01T09:00:16+0000,article,Well,News,Coronavirus (2019-nCoV);Teenagers and Adolescence;Families and Family Life;Quarantines;Parenting;Children and Childhood;Curfews
54,"Joseph R. Biden Jr., in his first public address of a former Senate aide’s accusation that he sexually assaulted her in 1993, called on the National Archives to release any document related to the allegation.","Former Vice President Joseph R. Biden Jr. on Friday denied an allegation of sexual assault by a former Senate aide, Tara Reade, breaking a monthlong silence that had frustrated some Democratic activists as his presidential campaign navigated issues of gender that are vitally important to many members of his party.",Biden Denies Tara Reade’s Assault Allegation: ‘It Never Happened’,2020-05-01T09:00:17+0000,article,U.S.,News,"Biden, Joseph R Jr;Reade, Tara;Sexual Harassment;Sex Crimes;Presidential Election of 2020;#MeToo Movement;Trump, Donald J;Democratic Party;MSNBC;United States Politics and Government;National Archives and Records Administration"
55,"Unless we radically change how we conduct elections, third-party candidates can’t win. But they can certainly affect the outcome — as they did in 1948, 1968, 1992, 2000 and 2016.",Justin Amash is running for … president?,Justin Amash Can Only Cause Trouble,2020-05-01T09:00:18+0000,article,Opinion,Op-Ed,"Third-Party Politics (US);Presidential Election of 2020;Voting and Voters;United States Politics and Government;Libertarian Party (US);Amash, Justin (1980- );Trump, Donald J"
56,The coronavirus is expected to permanently shut millions of small businesses in the next several months. Here are issues for owners to consider.,All the forecasts point in the same direction: A wave of small-business bankruptcies is coming.,When Does a Small Business File for Bankruptcy? And 8 More Questions,2020-05-01T09:00:19+0000,article,Business Day,News,"Coronavirus (2019-nCoV);Shutdowns (Institutional);Small Business;Bankruptcies;Coronavirus Aid, Relief, and Economic Security Act (2020);Credit and Debt;Small Business Administration;United States"
57,"The still-unsolved Oakland County Child Killer case lodged in the author Megan Abbott’s psyche, even if she didn’t know it at the time.",This article is part of The New York Times True Crime storytelling project.,‘The Streets Look So Empty’: How a Child Killer Haunted My First Novel,2020-05-01T09:00:20+0000,article,U.S.,News,"Kidnapping and Hostages;Murders, Attempted Murders and Homicides;Sex Crimes;Children and Childhood;Detroit (Mich)"
58,"As the pandemic clears the calendar, curators around the world reimagine how — and if — we will gather for art.","The Prospect New Orleans art triennial in October has been postponed to next year. So has the Liverpool Biennial. São Paulo’s Bienal is delayed by at least a month. The Dakar Biennale has yet to set new dates. Front International, in Cleveland, has decided to skip 2021 altogether and return in 2022.",Art Biennials Were Testing Grounds. Now They Are Being Tested.,2020-05-01T09:00:20+0000,article,Arts,News,"Art;Conventions, Fairs and Trade Shows;Festivals;Prospect New Orleans;Coronavirus (2019-nCoV);Quarantines"
59,"For now, the SAT and ACT are more democratic than many of the other metrics used to evaluate college applicants.","Because of the threat posed by the coronavirus pandemic, the College Board, which administers the SAT and Advanced Placement exams, has canceled spring and summer testing and raised the possibility of offering SATs online in the fall.",A Pandemic Isn’t a Reason to Abolish the SAT,2020-05-01T09:00:21+0000,article,Opinion,Op-Ed,Grading of Students;Coronavirus (2019-nCoV);SAT (College Admission Test);ACT (Examination)
60,Adm. Michael M. Gilday appears determined that his recommendations on the Roosevelt case will be made based on Navy principles and not on fears of what the White House might want.,WASHINGTON — Adm. Michael M. Gilday landed the top job in the Navy’s uniformed ranks largely by accident.,An Accidental Navy Chief Steers His Service Through a Storm,2020-05-01T09:00:22+0000,article,U.S.,News,"Gilday, Michael M;United States Navy;Aircraft Carriers;USS Theodore Roosevelt (CVN-71) (Ship);Crozier, Brett E;Modly, Thomas B;Esper, Mark T;United States Defense and Military Forces;Trump, Donald J;United States Politics and Government"
61,It has two things missing elsewhere: political leadership and a strong health system.,"LAS CRUCES, N.M. — On March 13, the same day that a reluctant President Trump admitted that the coronavirus pandemic was a national emergency, a storied New Mexico hospital established the nation’s first drive-through testing for the virus.",How New Mexico Is Beating the Virus,2020-05-01T09:00:22+0000,article,Opinion,Op-Ed,"Coronavirus (2019-nCoV);Quarantines;New Mexico;Grisham, Michelle Lujan;Politics and Government"
62,"In times of crisis, stark images of sacrifice or consequence have often moved masses to act.","Recently, a friend, colleague and mentor, the cultural historian and critic Maurice Berger, died at 63 of complications from the coronavirus.",Where Are the Photos of People Dying of Covid?,2020-05-01T09:00:25+0000,article,Opinion,Op-Ed,Coronavirus (2019-nCoV);Deaths (Fatalities);Photography
