,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
10,"President Biden and former President Donald J. Trump are tied in a 2024 rematch among all registered voters, according to a poll conducted by The New York Times and Siena College from July 23 to 27, 2023.","President Biden and former President Donald J. Trump are tied in a 2024 rematch among all registered voters, according to a poll conducted by The New York Times and Siena College from July 23 to 27, 2023.",Cross-Tabs: July 2023 Times/Siena Poll of the 2024 Race and National Issues,2023-08-01T04:19:09+0000,multimedia,U.S.,Interactive Feature,New York Times/Siena College Poll;internal-open-access
11,Residents near the company’s location in downtown San Francisco complained of “intense” flashing lights and feared for their safety.,"Workers on Monday dismantled a giant “X” sign that was only briefly displayed on the roof of Twitter’s headquarters in San Francisco after residents complained and the city issued a violation notice for lacking proper permits, according to local officials.","After Investigation and Complaints, Twitter Removes ‘X’ on Headquarters",2023-08-01T04:24:49+0000,article,U.S.,News,"Twitter;Signs and Signage;Logos;Social Media;Roofs;Real Estate (Commercial);Accidents and Safety;Musk, Elon;San Francisco (Calif)"
12,"DocGo, which was awarded a $432 million contract by New York City, moved migrants upstate. Some complained about how they were treated.",Good morning. It’s Tuesday. Today we’ll look at how a company that conducted Covid tests during the pandemic came to move hundreds of asylum seekers out of New York City — and what has happened since the migrants arrived in upstate communities.,The Covid Test Company That Got Into the Migrant Business,2023-08-01T05:51:00+0000,article,New York,briefing,"New York City;Asylum, Right of;Coronavirus (2019-nCoV);Government Contracts and Procurement;DocGo Inc;Adams, Eric L;Albany (NY)"
13,"Typhoon Khanun was hovering near Okinawa Prefecture days after an earlier tropical cyclone, Doksuri, brought death and destruction to China and the Philippines.","As wind and rain from a powerful tropical cyclone continued to lash southern Japan on Thursday, the authorities said the storm had left at least two people dead, injured at least 60 others and knocked out power to around 150,000 homes.",Tropical Cyclone Kills 2 in Southern Japan,2023-08-01T06:06:09+0000,article,World,News,"Typhoons;Hurricanes and Tropical Storms;Military Bases and Installations;Rain;Cyclones;Floods;Beijing (China);Kadena Air Base (Okinawa, Japan);Okinawa and Other Ryukyu Islands (Japan);Philippines"
14,"The civilian leader, who was ousted in a coup in 2021, had six years cut from a 33-year prison sentence and five of her 19 convictions overturned, state television said.","The military government in Myanmar has reduced the prison sentence for Daw Aung San Suu Kyi, the Southeast Asian nation’s ousted civilian leader, by six years, a military spokesman said on Tuesday.",Aung San Suu Kyi’s Prison Sentence Reduced in Myanmar,2023-08-01T06:25:26+0000,article,World,News,Myanmar;Aung San Suu Kyi;Political Prisoners;Politics and Government;Civilian Casualties;Coups D'Etat and Attempted Coups D'Etat;Decisions and Verdicts
15,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",Today’s Wordle Review,2023-08-01T07:00:02+0000,article,Crosswords & Games,News,Crossword Puzzles;Wordle (Puzzle)
16,A Times/Siena poll suggests a slight Biden edge among voters who don’t like either candidate.,"After Democrats fared well against MAGA candidates in the midterms last year, it might have been reasonable to think that President Biden would have a clear advantage in a rematch against Donald J. Trump.","Can the Race Really Be That Close? Yes, Biden and Trump Are Tied.",2023-08-01T07:00:04+0000,article,The Upshot,News,"Polls and Public Opinion;Presidential Election of 2024;Biden, Joseph R Jr;Trump, Donald J;internal-sub-only-nl;United States Politics and Government;Presidential Election of 2020"
17,Suffolk County’s district attorney personally appeared at a brief session for the man accused of murder in three cases and named as the prime suspect in a fourth.,"The voices of those seated in a Long Island courtroom fell to a whisper on Tuesday as Rex Heuermann shuffled in, his hair rumpled, his wrists handcuffed and his mouth drawn tight.",Suspect in Gilgo Beach Killings Hears Catalog of Evidence Against Him,2023-08-01T07:00:07+0000,article,New York,News,"Serial Murders;Heuermann, Rex (1963- );Gilgo Beach (NY);Massapequa Park (NY);Suffolk County (NY)"
18,Feeling stuck on today’s puzzle? We can help.,"TUESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",Spelling Bee Forum,2023-08-01T07:00:08+0000,article,Crosswords & Games,News,Spelling Bee (Game)
19,"Unlike her husband, Nadine Menendez has lived a mainly private life. Investigators appear focused on the possibility that she or the senator received undisclosed gifts.","In early 2019, Senator Bob Menendez of New Jersey and his new girlfriend, Nadine Arslanian, were riding high.",A Senator’s New Wife and Her Old Friends Draw Prosecutors’ Attention,2023-08-01T07:00:14+0000,article,New York,News,"Menendez, Robert;Menendez, Nadine;Gifts to Public Officials;Ethics and Official Misconduct;Hana, Wael;IS EG Halal;Halal Foods and Products;Senate;New Jersey;Federal Bureau of Investigation;United States Politics and Government"
20,"The share of Republicans saying the former president has committed “serious federal crimes” has grown modestly, according to a new poll from The New York Times and Siena College.",Donald J. Trump famously marveled during his first presidential campaign that he could shoot someone on Fifth Avenue and he would not lose any support.,More Republicans Say Trump Committed Crimes. But They Still Support Him.,2023-08-01T07:00:19+0000,article,U.S.,News,"Polls and Public Opinion;United States Politics and Government;New York Times/Siena College Poll;Republican Party;Trump, Donald J;Classified Information and State Secrets;Presidential Election of 2024;Federal Criminal Case Against Trump (Documents Case);Federal Criminal Case Against Trump (2020 Election Case);New York State Criminal Case Against Trump (71543-23)"
21,A New York Times/Siena College poll found that President Biden is on stronger footing than he was a year ago — but he is neck-and-neck in a possible rematch against Donald Trump.,"President Biden is heading into the 2024 presidential contest on firmer footing than a year ago, with his approval rating inching upward and once-doubtful Democrats falling into line behind his re-election bid, according to a New York Times/Siena College poll.","Biden Shores Up Democratic Support, but Faces Tight Race Against Trump",2023-08-01T07:00:21+0000,article,U.S.,News,"Biden, Joseph R Jr;Trump, Donald J;Democratic Party;Republican Party;Presidential Election of 2024;New York Times/Siena College Poll;Polls and Public Opinion;United States Politics and Government;Primaries and Caucuses"
22,"Four of the 13 books that will compete for the prestigious literary award are debuts, in a longlist that the judges said was “defined by its freshness.”","A graceful novel about a squash prodigy battling grief on court, a dystopia that reimagines Ireland as a totalitarian state and a coming-of-age tale about a neurodiverse teenager are among 13 titles longlisted for this year’s Booker Prize.",New Voices Dominate Booker Prize Nominations,2023-08-01T08:00:12+0000,article,Books,News,"Man Booker Prize;Books and Literature;Barry, Sebastian;Escoffery, Jonathan;Harding, Paul;Maroo, Chetna;Murray, Paul (1975- );If I Survive You (Book);The Bee Sting: A Novel (Book)"
23,The Japanese subsidiary of Warner Bros. criticized what it called insensitive promotion of “Barbie” by the company’s headquarters.,"To Americans eager for signs of life in an ailing cinema culture, the simultaneous box office success of the “Barbie” movie and the biopic “Oppenheimer” has been cause for celebration, with filmgoers embracing the jarring juxtaposition of the two very different blockbusters.",‘Barbenheimer’ Isn’t Funny in Nuclear-Scarred Japan,2023-08-01T08:33:20+0000,article,World,News,Movies;Barbie (Movie);Oppenheimer (Movie);Japan;Box Office Sales;Social Media;Warner Brothers;Nuclear Weapons
24,These men have spent their entire adult lives in prison. How much punishment is enough?,These men have spent their entire adult lives in prison. How much punishment is enough?,They Know What They Did. They’d Like You to Know Who They’ve Become.,2023-08-01T08:50:07+0000,multimedia,Opinion,Video,Content Type: Service;Criminal Justice;Crime and Criminals;Sentences (Criminal);your-feed-opinionvideo
25,These men have spent their entire adult lives in prison. How much punishment is enough?,"Listening to the men in the short Opinion Video above is like encountering visitors from another planet. They are serving life sentences at Angola prison, in rural Louisiana, with little to no hope for release. Many are elderly; they have not seen the outside world, or their families, for decades.",They Know What They Did. They’d Like You to Know Who They’ve Become.,2023-08-01T09:00:13+0000,article,Opinion,Op-Ed,Prisons and Prisoners;Sentences (Criminal);your-feed-opinionvideo;Louisiana State Penitentiary;Criminal Justice;United States;Louisiana
26,"The economic journalist on the “shifts,” “shocks” and “fragilities” shaping this global economic moment.",The world economy has experienced many shocks over the past few years: A pandemic. Russia’s invasion of Ukraine. Skyrocketing inflation. These are the stories that have dominated headlines — and for good reason.,How Martin Wolf Understands This Global Economic Moment,2023-08-01T09:00:18+0000,article,Opinion,Op-Ed,"audio-neutral-informative;United States Economy;International Trade and World Market;International Relations;Economic Conditions and Trends;United States International Relations;Alternative and Renewable Energy;Wolf, Martin;China;Europe;United States;The Crisis of Democratic Capitalism (Book)"
27,"In “Flirting With Danger,” Janet Wallach tells the story of Marguerite Harrison, who traded a life of privilege to become America’s first international female spy.","Anyone complaining about a canceled Delta flight would do well to channel Marguerite Harrison. The United States’ first international female spy, Harrison crisscrossed the globe by rickshaw, propeller plane, camel, inflated goatskin raft and rail freight car and once brightly described a trans-Siberian voyage, in which she was wedged between sacks of tea and oats on the back of a troika in a blizzard, as “a rare and delightful experience.”",Being Underestimated Was Her Secret Weapon,2023-08-01T09:00:23+0000,article,Books,Review,"Harrison, Marguerite (1879-1967);Espionage and Intelligence Services;Books and Literature;Political Prisoners;Berlin (Germany);Moscow (Russia);Content Type: Personal Profile;Wallach, Janet;Flirting With Danger: The Mysterious Life of Marguerite Harrison, Socialite Spy (Book)"
28,"In Elizabeth Acevedo’s new novel, a family grapples with life and grief after their sister, who can predict death, decides to host a wake for herself.","Family is very often a fraught business, but make it a group of Dominican women with special gifts that include “an affinity for herbalism” and “an ear for the tenor of truth,” and family becomes a power tribe of ancestral legionnaires. These are the Marte sisters — Matilde, Flor, Pastora and Camila — who live at the center of Elizabeth Acevedo’s prismatic new novel, “Family Lore,” a labyrinthine tale of sisterhood and the chaos of love.","‘Family Lore’ Is a Tender Tale of Sisterhood, With a Magical Twist",2023-08-01T09:00:29+0000,article,Books,Review,"Books and Literature;Acevedo, Elizabeth (Poet)"
29,"In his memoir, “Waiting to Be Arrested at Night,” the poet Tahir Hamut Izgil evokes the fear and danger of daily life for a Chinese ethnic minority that has been the target of a brutal crackdown.","The Uyghur poet Tahir Hamut Izgil’s new memoir, “Waiting to Be Arrested at Night,” is an outlier among books about human rights. There are no scenes of torture, no violence and few sweeping proclamations about genocide. Izgil writes with calculated restraint. As his title suggests, the terror is in the anticipation.",A Uyghur’s Lament for a Persecuted People,2023-08-01T09:00:30+0000,article,Books,Review,"Books and Literature;Izgil, Tahir Hamut;Uighurs (Chinese Ethnic Group);Poetry and Poets;Political Prisoners;Muslims and Islam;Urumqi (China);Content Type: Personal Profile"
30,"In theory, there is no branch in the American constitutional system that exists above or beyond the reach of the others.","In theory, there is no branch in the American constitutional system that exists above or beyond the reach of the others.",The Arrogance of Samuel Alito,2023-08-01T09:00:32+0000,article,Opinion,Op-Ed,"Law and Legislation;Ethics and Official Misconduct;Conflicts of Interest;Constitution (US);Conservatism (US Politics);United States;Supreme Court (US);Wall Street Journal;ALITO, SAMUEL A JR"
31,Making a few tweaks to your fitness habits — and mind-set — as you hit middle age can set you up for long-term mobility with less pain.,"Getting older doesn’t have to mean moving less. The key to longstanding fitness, experts say, is envisioning the kind of athlete you want to be 20, 30, even 40 years from now, and training smartly in the present for that future.",How You Should Change Your Workout Once You Hit 40,2023-08-01T09:00:33+0000,article,Well,News,"Exercise;Content Type: Service;Muscles;Longevity;Age, Chronological;Habits and Routines (Behavior);Physical Therapy;internal-sub-only-except-search"
32,"In Kyle Dillon Hertz’s novel, “The Lookback Window,” a victim of child sexual abuse questions what healing looks like when a law gives him the chance to press charges against his assailants.","“I didn’t yet have the words for what happened to me,” says Dylan, the narrator of “The Lookback Window,” Kyle Dillon Hertz’s gripping and savagely beautiful debut novel. But he has covered himself with language. There are tattoos all over his body. Only a few can be made out clearly: “PARADISE” on his navel, “NO DEATH” across his collarbone, knucklebangers proclaiming “FOREVER.” People always want to know what they mean, but the meaning isn’t the point. The tattoos “felt like armor,” Dylan says.","Is It Justice or a Journey Into Hell, or Both?",2023-08-01T09:00:33+0000,article,Books,Review,"Books and Literature;Hertz, Kyle Dillon"
33,"In “Time’s Mouth,” a time traveler forms a cult for pregnant women in the woods of Northern California.","In Edan Lepucki’s third novel, “Time’s Mouth,” a runaway named Sharon finds herself pregnant, alone and in semi-permanent possession of a sprawling Victorian in the woods outside Ben Lomond, Calif. By now she has changed her name to Ursa. She turns the house into a refuge for pregnant women who come to be called “the mamas.” She bans all males other than sons. She also forms a cult around her ability to go back in time, a practice referred to as “transporting” or “tunneling.” Magical stones and a mint tea ritual are involved.",Edan Lepucki’s Third Novel Makes the ‘Cult of Motherhood’ Literal,2023-08-01T09:00:34+0000,article,Books,Review,"Books and Literature;Lepucki, Edan"
34,"Reading Claude Anet’s provocative 1920 novel “Ariane: A Russian Girl,” the reader may yearn for a little less conversation.","It would be nice if we had put to bed, so to speak, witless and reductive double standards about female promiscuity. Have you heard the one that goes, “A key that opens many locks is a master key, yet a lock that is opened by many keys” is … unprintably bad? Me neither — until I saw it on TikTok.","Talking About Love in the Afternoon, Morning, Evening and Night",2023-08-01T09:00:36+0000,article,Books,Review,"Books and Literature;Anet, Claude;Ariane: A Russian Girl (Book)"
35,"A memoir by Tahir Hamut Izgil, a Uyghur intellectual who escaped China, explores the corrosive effect of repression and surveillance on his community.","Tahir Hamut Izgil watched as parks emptied of people, naan bakeries boarded up their windows and, one after another, his friends were taken away.",A Poet Captures the Terror of Life in an Authoritarian State,2023-08-01T09:00:38+0000,article,Books,News,"Books and Literature;Uighurs (Chinese Ethnic Group);Poetry and Poets;Content Type: Personal Profile;Surveillance of Citizens by Government;Xinjiang (China);Izgil, Tahir Hamut"
36,"In a summer of deadly heat for hikers in the Southwest, rangers at Grand Canyon National Park use a pioneering approach of aggressive messaging and outreach to prevent disaster on the trails.","Watching weary day hikers start the long uphill hike from Phantom Ranch, a ranger station at the bottom of the Grand Canyon, Jeff Schwartz has learned to look for telltale warning signs.","Saving Lives at the Grand Canyon, One Salty Snack at a Time",2023-08-01T09:00:40+0000,article,Travel,News,"Grand Canyon National Park;Emergency Medical Treatment;Rescues;Heat and Heat Waves;Heatstroke;Hikes and Hiking;Travel and Vacations;Summer (Season);Deaths (Fatalities);National Parks, Monuments and Seashores"
37,What the resurgence of the cruise industry says about Americans’ desperate need to have fun right now.,"I’ve hiked the Himalayas, scaled dunes in Namibia, gotten lost on Japan’s back roads in a blizzard. I enjoy travel with an element of chaos and unpredictability because that’s where the excitement lies.",I Gave Up and Went on a Trip With Several Thousand of My Closest Friends,2023-08-01T09:00:41+0000,article,Opinion,Op-Ed,Travel and Vacations;Coronavirus (2019-nCoV);Cruises
38,Why does it feel so good to cry this hard?,"I’m mobbing through Bushwick, Brooklyn, in the back of a cab, listening to Lady Wray’s “Piece of Me” for the 12th time in a row, and I’m crying — very, very hard — and no, it’s not ugly crying. In fact, I’m pretty sure I look beautiful right now.",I’ve Listened to This Breakup Song a Million Times,2023-08-01T09:00:41+0000,article,Magazine,News,"Pop and Rock Music;Wray, Nicole (Lady Wray);Dating and Relationships;Homosexuality and Bisexuality;Black People;Blacks"
39,We are holding dogs to standards they cannot possibly understand.,"Any dog can bite. It is the special misfortune of dogs living in the most famous house in the United States to have their bites widely publicized, amplified and scrutinized. And so when Commander, the German shepherd who lives with President and Jill Biden, began biting, his behavior made headlines.",Consider This Before You Judge Commander (or Any Other Dog),2023-08-01T09:01:00+0000,article,Opinion,Op-Ed,United States Politics and Government;Dogs;Breeding of Animals;Champ (Dog);Major (Dog);Commander (Dog);Animal Cognition;Pets
40,Brando Skyhorse’s novel is the subtly dystopian story of a Mexican American woman who realizes that America has become less welcoming to people like her.,"In Brando Skyhorse’s second novel, a conservative Mexican American woman in an unnamed border state rebuilds her life after divorce, in an America that has become an increasingly dangerous white supremacist society.","In ‘My Name Is Iris,’ a Mother Learns the Limits of Protectiveness",2023-08-01T09:01:03+0000,article,Books,Review,"Books and Literature;Skyhorse, Brando;My Name Is Iris (Book)"
41,"Driven by the climate crisis, the post-pandemic surge in visitors and a growing interest in making tourism work for local communities, European cities are finding new ways to tax visitors.","When Hester Van Buren, a deputy mayor of Amsterdam, recently proposed a 1 percentage point increase to the city’s tourist accommodation tax — which is already among the highest in Europe — her City Council colleagues responded with a single criticism: They wanted the increase to be even bigger.",Planning to Visit Barcelona or Dubrovnik? It’s Going to Cost You.,2023-08-01T09:01:05+0000,article,Travel,News,Travel and Vacations;Taxation;Barcelona (Spain);Europe;Manchester (England);AMSTERDAM (NETHERLANDS);Dubrovnik (Croatia)
42,The Oscar-nominated actor’s new memoir is at once a Hollywood air kiss and a moving tribute to a happy marriage that ended too soon.,"Richard E. Grant is a wonderful actor and, it seems, a rather wonderful (goofy, talented, loving) man. His new memoir, written in diary form, is about his terrific 35-year marriage-of-opposites to Joan Washington (he the eternal adolescent, star-struck optimist and gifted actor, she a sharp-tongued, no-nonsense and equally gifted dialect coach) and her painful death from cancer. (It is she who, while dying, instructs him to seek a “pocketful of happiness” every day after she is gone.)",Richard E. Grant Fights Grief With ‘A Pocketful of Happiness’,2023-08-01T09:01:10+0000,article,Books,Review,"Books and Literature;Actors and Actresses;Grant, Richard E;Washington, Joan (1946-2021);Content Type: Personal Profile"
43,Many eras coexist inside the studio of the Emmy-winning costume designer Donna Zakowska.,"Clothes hold a visceral thrill for Donna Zakowska. “There’s a sensuality and a tactile aspect to fashion,” she said. “I’m always thinking about the quality of the garment, the fabric, the way it plays with light and air and movement — about the emotional impact of color.”",The Sorcerer of Costumes,2023-08-01T09:01:10+0000,article,Style,News,"Zakowska, Donna;Costumes;Fashion and Apparel;Television;The Marvelous Mrs Maisel (TV Program);Content Type: Personal Profile"
44,"In the essay collection “Dark Days,” Roger Reeves tries to sidestep mainstream arguments to engage deeply with the way people actually live and think.","Consider the Black Square. In the summer of 2020, not long after George Floyd’s murder in Minneapolis and a few months into pandemic lockdown, people who felt galvanized to act took to Instagram or Facebook, replacing their profile pictures with a plain black box to signal their support for Black victims of racism. The Square epitomized that moment’s sometimes-futile rhetoric around race and Blackness. Its content-less status — political speech as the absence of any actual speech — drove home how hemmed in we were by platforms that commodified our expressions into repetitive, thoughtless forms. We swapped out ideas and conversation for memes that illuminated nothing. Everybody was talking; few of us were saying anything.",Is There a Right Way to Talk About Black Culture?,2023-08-01T09:01:10+0000,article,Books,Review,"Books and Literature;Black People;Blacks;Reeves, Roger (1980- );Dark Days: Fugitive Essays (Book)"
45,Fear of crime is a self-fulfilling prophecy.,"Violent crime — homicides, robberies, gun assaults — has begun to fall from pandemic-era levels. But people are scared. According to the Pew Research Center, almost 60 percent of Americans today say that violent crime is a “very big problem.” In New York State, four out of ten residents tell pollsters they’ve “never been this worried about my personal safety.”",People Get Scared and Buy a Gun. Here’s What Happens Next.,2023-08-01T09:01:11+0000,article,Opinion,Op-Ed,Firearms;Fear (Emotion);Crime and Criminals;Police;Robberies and Thefts;Polls and Public Opinion;United States
46,Shifting hormones can make hair go haywire. Experts say there are ways to manage it.,"Q: Since going through menopause, I’ve noticed changes to my scalp and hair texture — my scalp is dry and flaky, and my hair is dry and falling out. What’s going on, and is there anything I can do to address it?",Is Menopause Changing My Hair?,2023-08-01T09:01:16+0000,article,Well,News,Menopause;Hair;Women and Girls;Content Type: Service;Vitamin D;Research
47,"In “Shipwrecked,” the historian Jonathan W. White tells the story of an outlaw mariner who worked for the Confederacy and against the Klan.","Who was Appleton Oaksmith? One contemporary described him as a “good seaman, & a bold & daring officer.” His enemies, President Abraham Lincoln among them, judged him a scoundrel and a traitor. Oaksmith, writing six years after the Civil War, wasn’t sure what to think: “I look upon myself sometimes with a sort of doubt as to my own identity.”",The Sea Captain Who Ran From Abraham Lincoln,2023-08-01T09:01:16+0000,article,Books,Review,"Civil War (US) (1861-65);Ships and Shipping;Slavery (Historical);Prison Escapes;Lincoln, Abraham;Seward, William Henry (1801-72);Confederate States of America;Havana (Cuba);Books and Literature;White, Jonathan W;Shipwrecked: A True Civil War Story of Mutinies, Jailbreaks, Blockade-Running, and the Slave Trade (Book)"
48,"The global industry is cutting some ties to China, but its exposure to forced labor remains high and companies are less transparent, a new report found.","Global supply chains for solar panels have begun shifting away from a heavy reliance on China, in part because of a recent ban on products from Xinjiang, a region where the U.S. government and United Nations accuse the Chinese government of committing human rights violations.",Solar Supply Chain Grows More Opaque Amid Human Rights Concerns,2023-08-01T09:01:24+0000,article,Business Day,News,Solar Energy;Forced Labor;Human Rights and Human Rights Violations;Supply Chain;International Trade and World Market;Factories and Manufacturing;JA Solar Holdings Company Ltd;China;Xinjiang (China)
49,A new exhibition at the Franklin D. Roosevelt Presidential Library explores the president’s “mixed” record on civil rights — and the charged debate over racism in the New Deal.,"In October 1935, President Franklin D. Roosevelt had his administration send letters to thousands of clergy across the country, asking if the New Deal was helping their communities.","At the Roosevelt Library, an Unflinching Look at Race",2023-08-01T09:01:26+0000,article,Arts,News,"Roosevelt, Franklin D, Presidential Library and Museum;New Deal (1930's);Black People;Blacks;Discrimination;Civil Rights and Liberties;Museums;Roosevelt, Eleanor;Roosevelt, Franklin Delano"
50,"As mass shootings multiply, relatives of the dead find support in “the worst club imaginable.” One child’s parents are on a road trip to connect them.","Manuel and Patricia Oliver had already been on the road for more than a week when they pulled their school bus bearing an American flag into a city park in Uvalde, Texas. They were unsure of just how many people would greet them on that sweltering day.","A School Bus Crosses U.S., Linking Families of Mass Shooting Victims",2023-08-01T09:01:26+0000,article,U.S.,News,"Mass Shootings;School Shootings and Armed Attacks;Uvalde, Tex, Shooting (May 24, 2022);Parkland, Fla, Shooting (2018);March for Our Lives Inc;Uvalde (Tex);El Paso (Tex);audio-neutral-informative"
51,A religious public charter school would be an affront to taxpayers everywhere.,Something deeply un-American is underway in the state of Oklahoma.,Christian Nationalists Can’t Wait for This School in Oklahoma to Open,2023-08-01T09:01:26+0000,article,Opinion,Op-Ed,"Religion-State Relations;Private and Sectarian Schools;Education (K-12);Charter Schools;Freedom of Religion;Education;Constitution (US);AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE;Republican Party;Roman Catholic Church;Drummond, Gentner;Jefferson, Thomas;Oklahoma"
52,A federal gun law passed last year gave the Biden administration a powerful new tool to increase background checks on “private” firearms sales. Will the administration use it?,"Another school week had just begun at Central Visual and Performing Arts High School in St. Louis when Orlando Harris, armed with a recently purchased AR-15-style rifle and 600 rounds of ammunition, burst into the building with a declaration: “You are all going to die!”","A Craigslist for Guns, With No Background Checks",2023-08-01T09:01:26+0000,article,U.S.,News,"Gun Control;E-Commerce;Regulation and Deregulation of Industry;Law and Legislation;Murders, Attempted Murders and Homicides;BUREAU OF ALCOHOL, TOBACCO, FIREARMS AND EXPLOSIVES;St Louis, Mo, Shooting (2022);St Louis (Mo);United States;United States Politics and Government"
53,"Taking the monster truck concept to deadly new realms, cartels are modifying pickups with gun turrets, steel armoring and battering rams.","In the United States, some truck owners delight in modifying their rigs with oversized wheels, heavy-duty suspension kits and soot-spewing exhaust systems, turning them into the monster trucks that stalk organized events like demolition derbies and mud bogs.",Mexico’s ‘Monster’ Trucks Show Cartels Taking Drug War to Next Level,2023-08-01T09:01:26+0000,article,World,News,"Mexico;Drug Cartels;Sports Utility Vehicles and Light Trucks;Jalisco New Generation Cartel;Oseguera Cervantes, Nemesio"
